"ca" "datosECVmas16.prov" "nomprov" "datosECVmas16.gen" "edad" "nac" "neduc" "sitlab" "ingnorm" "horas" "factorel"
13 28 "Madrid" 1 1 1 2 3 6016.4 0 3215.6
13 28 "Madrid" 2 3 1 1 3 17195.6 0 4144
13 28 "Madrid" 1 2 1 3 3 6210.2 0 4144
13 28 "Madrid" 1 1 2 2 1 29458.8 35.68 4144
13 28 "Madrid" 2 3 2 2 3 11163.2 0 7840.1
13 28 "Madrid" 1 4 1 1 3 6098.7 0 3842.9
13 28 "Madrid" 2 4 1 2 3 3447.1 0 3842.9
13 28 "Madrid" 1 2 1 1 3 1991.9 0 3842.9
13 28 "Madrid" 1 4 1 2 3 6021.6 0 2278.9
13 28 "Madrid" 2 3 1 1 3 10873.2 0 2278.9
13 28 "Madrid" 1 2 1 2 1 10437 35.96 2278.9
13 28 "Madrid" 1 2 1 2 3 9161.4 0 2278.9
13 28 "Madrid" 2 2 1 2 1 19327.1 31.17 2278.9
13 28 "Madrid" 1 2 1 2 3 3850.3 0 2742.5
13 28 "Madrid" 2 2 1 2 1 22646.8 37.14 2742.5
13 28 "Madrid" 1 1 1 1 3 2801.2 0 2742.5
13 28 "Madrid" 1 2 1 3 1 25440.9 28.16 2419.2
13 28 "Madrid" 2 2 1 2 1 27574 35.59 2419.2
13 28 "Madrid" 2 1 1 3 1 13712.8 32.42 996
13 28 "Madrid" 1 4 1 1 3 12105.6 0 878.1
13 28 "Madrid" 1 2 1 3 1 30015.1 36.36 4904.8
13 28 "Madrid" 2 2 1 3 1 13977.2 36.4 4904.8
13 28 "Madrid" 1 2 1 2 1 8866.9 32.46 3662.9
13 28 "Madrid" 2 2 1 2 1 15255.3 37.63 3662.9
13 28 "Madrid" 1 4 1 2 3 10303.4 0 2618.4
13 28 "Madrid" 2 4 1 1 3 8063 0 2618.4
13 28 "Madrid" 1 4 1 1 3 14504.8 0 3449.6
13 28 "Madrid" 2 4 1 1 3 6720.5 0 3449.6
13 28 "Madrid" 1 2 1 2 1 7541.6 34.92 3779.3
13 28 "Madrid" 2 2 1 3 3 5691.8 0 3779.3
13 28 "Madrid" 2 3 1 2 1 14004.9 36.62 1402.9
13 28 "Madrid" 2 2 1 2 1 5458.4 35.78 1402.9
13 28 "Madrid" 2 3 1 2 1 6045.2 39.05 1446.6
13 28 "Madrid" 2 1 1 2 1 7627 36.02 1446.6
13 28 "Madrid" 1 4 1 2 3 3717.6 0 3361.4
13 28 "Madrid" 2 4 2 2 3 5947.9 0 3361.4
13 28 "Madrid" 2 2 1 2 3 19869.2 0 3361.4
13 28 "Madrid" 1 4 1 3 3 9701 0 2501.3
13 28 "Madrid" 2 4 1 1 3 10680.4 0 2501.3
13 28 "Madrid" 1 2 1 1 3 7819.8 0 2501.3
13 28 "Madrid" 1 4 1 1 3 12450.7 0 1590.2
13 28 "Madrid" 1 4 1 3 3 26004.8 0 1778.9
13 28 "Madrid" 2 4 1 3 3 11846 0 1778.9
13 28 "Madrid" 1 2 1 3 1 10418.4 35.71 7576.5
13 28 "Madrid" 2 2 1 2 1 10432.8 36.97 7576.5
13 28 "Madrid" 1 1 1 2 1 8382.6 30.27 7576.5
13 28 "Madrid" 2 1 1 2 3 8456.5 0 7576.5
13 28 "Madrid" 2 4 1 1 3 10714.2 0 2576.6
13 28 "Madrid" 1 3 1 1 1 27778.4 40.56 2914.2
13 28 "Madrid" 2 3 1 1 3 13627.7 0 2914.2
13 28 "Madrid" 2 2 1 3 1 13678.6 35.72 2914.2
13 28 "Madrid" 2 1 1 2 1 11614.7 30.63 2914.2
13 28 "Madrid" 1 1 1 2 1 16099.7 34.25 2914.2
13 28 "Madrid" 1 2 1 2 1 35414.9 36.8 3106.8
13 28 "Madrid" 2 2 1 3 1 7972.9 32.18 3106.8
13 28 "Madrid" 1 3 1 2 1 17195.4 36.51 3153.9
13 28 "Madrid" 2 3 1 1 1 14283.5 33.87 3153.9
13 28 "Madrid" 1 2 1 2 1 15527.8 31.64 3153.9
13 28 "Madrid" 1 2 1 1 1 14920.1 32.3 4108.7
13 28 "Madrid" 2 2 1 2 3 8847.3 0 4108.7
13 28 "Madrid" 1 1 1 2 3 16771.5 0 4108.7
13 28 "Madrid" 1 3 1 3 1 15440.9 32.22 2161.2
13 28 "Madrid" 2 3 1 2 3 13167.9 0 2161.2
13 28 "Madrid" 1 3 1 1 1 7144.2 34.44 2485.9
13 28 "Madrid" 2 3 1 1 3 13919.1 0 2485.9
13 28 "Madrid" 2 3 1 1 1 5049.3 29.58 1418.1
13 28 "Madrid" 2 2 1 2 1 13184.1 33.98 3517.1
13 28 "Madrid" 1 2 1 3 1 28296.8 31.86 3517.1
13 28 "Madrid" 1 4 1 3 3 21303.8 0 1435
13 28 "Madrid" 2 3 1 3 1 22887.2 35.36 1435
13 28 "Madrid" 1 3 1 1 3 10881 0 3359.9
13 28 "Madrid" 2 3 1 1 3 4413.9 0 3359.9
13 28 "Madrid" 1 2 1 1 3 9150.2 0 3359.9
13 28 "Madrid" 2 2 1 2 1 6302.8 34.75 3359.9
13 28 "Madrid" 2 1 1 3 1 28280.5 36.54 3359.9
13 28 "Madrid" 1 2 1 2 1 8432.5 33.27 3021
13 28 "Madrid" 2 2 1 2 1 12324.7 33.22 3021
13 28 "Madrid" 2 3 1 1 1 7254.4 33.04 3021
13 28 "Madrid" 1 2 1 2 2 23420.5 0 3449.4
13 28 "Madrid" 2 2 1 2 1 13044 39.28 3449.4
13 28 "Madrid" 1 1 1 2 3 7653.1 0 3449.4
13 28 "Madrid" 1 2 1 2 1 15769.3 32.72 2418.6
13 28 "Madrid" 2 2 1 2 1 17478.1 33.16 2418.6
13 28 "Madrid" 1 4 1 1 3 9161.2 0 3735
13 28 "Madrid" 2 3 1 1 3 29586.4 0 3735
13 28 "Madrid" 1 2 1 2 1 13180.7 38.79 3735
13 28 "Madrid" 1 2 1 3 1 16015.4 30.28 4649.3
13 28 "Madrid" 2 2 1 3 3 7430.1 0 4649.3
13 28 "Madrid" 1 3 1 1 1 22224.7 33.26 5199
13 28 "Madrid" 2 3 1 1 3 3978.4 0 5199
13 28 "Madrid" 1 2 2 3 1 14246.6 31.88 5199
13 28 "Madrid" 2 1 1 3 1 28970.8 32.31 5199
13 28 "Madrid" 2 2 1 2 1 11622.2 32.45 4684.4
13 28 "Madrid" 1 2 1 2 1 3111.4 37.6 6086.3
13 28 "Madrid" 2 2 2 2 1 12136.7 36.26 6086.3
13 28 "Madrid" 1 2 1 3 2 33636.4 0 7423.2
13 28 "Madrid" 1 3 1 1 1 14751.1 37.18 4144.3
13 28 "Madrid" 2 3 2 1 1 9709.3 35.05 4144.3
13 28 "Madrid" 1 2 1 2 1 17688.3 37.06 1900.1
13 28 "Madrid" 2 2 1 3 1 15508.8 31.81 4144.3
13 28 "Madrid" 2 2 1 2 2 8232.8 0 4144.3
13 28 "Madrid" 2 2 1 2 3 10917.9 0 1900.1
13 28 "Madrid" 1 2 1 2 1 13359.2 34.69 5965.4
13 28 "Madrid" 2 2 1 2 1 5473.3 32.99 5965.4
13 28 "Madrid" 1 1 1 2 1 15551.7 36.82 5965.4
13 28 "Madrid" 2 1 1 2 3 12970.9 0 5965.4
13 28 "Madrid" 2 3 1 1 1 7308.1 36.06 5021
13 28 "Madrid" 1 3 1 2 3 9395.8 0 5151.6
13 28 "Madrid" 2 3 2 3 1 17439.2 39.92 5151.6
13 28 "Madrid" 1 2 1 3 3 5970.9 0 5151.6
13 28 "Madrid" 1 2 1 3 1 45056.9 29.99 3145.3
13 28 "Madrid" 2 2 1 3 1 8889.5 30.08 3145.3
13 28 "Madrid" 1 3 1 1 1 11745.8 31.44 7235.7
13 28 "Madrid" 2 3 1 1 3 4920.6 0 7235.7
13 28 "Madrid" 1 1 1 2 3 8286.6 0 7235.7
13 28 "Madrid" 1 4 1 3 3 14439.6 0 2551.5
13 28 "Madrid" 2 3 1 2 3 9504.1 0 2551.5
13 28 "Madrid" 2 2 1 3 1 16040 32.18 2551.5
13 28 "Madrid" 2 3 1 2 3 8192 0 3334.3
13 28 "Madrid" 1 3 1 1 3 14385.3 0 3334.3
13 28 "Madrid" 2 1 1 2 2 4821.9 0 3334.3
13 28 "Madrid" 2 4 1 1 3 23047.6 0 3334.3
13 28 "Madrid" 2 2 1 3 1 8241 39.41 1507.1
13 28 "Madrid" 1 2 1 3 1 21778.7 30.16 1507.1
13 28 "Madrid" 2 3 1 2 1 13811.7 34.24 3417.4
13 28 "Madrid" 1 2 1 2 1 8145.4 37.1 3417.4
13 28 "Madrid" 1 2 1 2 1 16203.7 33.85 3417.4
13 28 "Madrid" 1 4 1 1 3 15751.7 0 3417.4
13 28 "Madrid" 2 4 2 1 3 9276.8 0 2366.5
13 28 "Madrid" 2 2 1 3 1 37612 37.14 2366.5
13 28 "Madrid" 2 2 1 3 1 15222.3 27.17 2366.5
13 28 "Madrid" 1 1 1 2 3 15294 0 2366.5
13 28 "Madrid" 1 2 1 2 1 9591.5 33.24 5628.6
13 28 "Madrid" 2 2 1 2 1 14209.7 35.71 5628.6
13 28 "Madrid" 2 4 1 1 3 -404 0 3743.9
13 28 "Madrid" 2 2 1 2 1 13163.4 35.4 3743.9
13 28 "Madrid" 2 1 1 2 3 18060.6 0 3743.9
13 28 "Madrid" 2 4 1 1 3 9947.7 0 6411.4
13 28 "Madrid" 2 3 1 2 1 16739.7 33.13 3645.9
13 28 "Madrid" 1 2 1 1 1 9929.1 35.84 3645.9
13 28 "Madrid" 2 1 1 2 1 15631.6 30.98 3645.9
13 28 "Madrid" 1 2 1 3 1 12434.6 35.44 3416.9
13 28 "Madrid" 2 2 1 3 1 27217.3 34.99 3416.9
13 28 "Madrid" 1 2 1 2 1 9710.6 34.45 4327.7
13 28 "Madrid" 2 3 2 1 3 16482.3 0 4327.7
13 28 "Madrid" 1 4 1 1 3 17656 0 4759
13 28 "Madrid" 2 4 1 1 3 10430.8 0 4759
13 28 "Madrid" 1 3 1 2 1 12183.2 32.28 1011.3
13 28 "Madrid" 1 2 1 3 1 21311.1 32.6 2680.5
13 28 "Madrid" 2 2 1 3 3 11638.1 0 2680.5
13 28 "Madrid" 2 2 1 3 1 9213.6 34.44 12003.6
13 28 "Madrid" 2 3 1 2 1 13494.1 37.31 878.8
13 28 "Madrid" 1 2 1 2 1 9401.8 34.49 6782.7
13 28 "Madrid" 2 2 1 2 1 20068.2 33.46 6782.7
13 28 "Madrid" 2 1 1 2 3 11526.7 0 6782.7
13 28 "Madrid" 2 3 1 2 1 8639.7 31.14 5719.9
13 28 "Madrid" 2 3 1 2 1 2822.2 36.52 5719.9
13 28 "Madrid" 2 2 2 2 1 18024.6 32.07 5719.9
13 28 "Madrid" 1 2 1 2 1 15464.4 31.01 3210.4
13 28 "Madrid" 2 2 1 2 1 11594.6 32.03 3210.4
13 28 "Madrid" 1 2 1 3 1 13425.3 33.25 4970.5
13 28 "Madrid" 1 2 1 2 1 14453.8 32.13 3086.6
13 28 "Madrid" 2 2 2 2 3 6714.1 0 3086.6
13 28 "Madrid" 1 4 1 3 3 9049.1 0 2993
13 28 "Madrid" 2 4 2 1 3 19439.3 0 2993
13 28 "Madrid" 1 2 2 3 1 21866.9 35.66 6775
13 28 "Madrid" 2 3 2 1 1 23518.8 33.96 1878.4
13 28 "Madrid" 2 2 2 2 1 10590.4 31.99 1878.4
13 28 "Madrid" 2 2 2 3 1 18736.1 30.27 2552.8
13 28 "Madrid" 1 2 1 3 1 13519.7 26.15 2552.8
13 28 "Madrid" 2 3 1 1 3 2718.8 0 1134
13 28 "Madrid" 1 3 1 1 1 7300.3 38.36 1134
13 28 "Madrid" 1 2 1 2 1 6838 37.58 1134
13 28 "Madrid" 2 4 1 1 3 10717.1 0 5653.8
13 28 "Madrid" 1 2 1 3 1 27205.9 35.3 3376.6
13 28 "Madrid" 2 2 1 3 1 19688.6 37.67 3376.6
13 28 "Madrid" 2 4 1 3 3 10920.4 0 1393.1
13 28 "Madrid" 2 2 1 2 3 6323.4 0 3339.7
13 28 "Madrid" 1 2 2 2 1 11062.7 33.07 3339.7
13 28 "Madrid" 1 1 1 2 1 1111.4 35.83 3339.7
13 28 "Madrid" 1 1 1 2 3 7522.8 0 3339.7
13 28 "Madrid" 1 4 2 1 3 19931.6 0 1778.9
13 28 "Madrid" 2 4 2 1 3 6279.4 0 1778.9
13 28 "Madrid" 1 4 2 1 3 8366.1 0 2334.8
13 28 "Madrid" 2 3 2 3 1 12780.9 30.4 2334.8
13 28 "Madrid" 2 4 1 3 3 24675.8 0 1707.2
13 28 "Madrid" 2 3 1 2 1 18221.2 30.11 1707.2
13 28 "Madrid" 1 4 1 1 3 3147.4 0 2103.5
13 28 "Madrid" 2 4 1 1 3 11677 0 2103.5
13 28 "Madrid" 2 2 1 3 1 10987 31.55 2103.5
13 28 "Madrid" 1 2 1 1 1 11251.3 35.28 4060.4
13 28 "Madrid" 2 2 1 1 1 10673.5 30.97 4060.4
13 28 "Madrid" 1 2 1 3 1 6897.8 32.1 3899.2
13 28 "Madrid" 2 2 1 3 1 9780.2 30.79 3899.2
13 28 "Madrid" 2 4 1 1 3 13627.7 0 2299.5
13 28 "Madrid" 1 2 1 3 1 46612.2 35.43 3667.6
13 28 "Madrid" 2 2 1 3 3 15460.2 0 3667.6
13 28 "Madrid" 2 1 1 2 3 1493.3 0 3667.6
13 28 "Madrid" 1 2 1 2 1 14074.9 40.5 2181.6
13 28 "Madrid" 2 2 1 2 1 7261.2 35.6 2181.6
13 28 "Madrid" 2 2 1 1 3 2290.4 0 1534.1
13 28 "Madrid" 2 1 1 2 1 5581.8 32.93 1534.1
13 28 "Madrid" 2 1 1 2 1 20513.6 35.29 1534.1
13 28 "Madrid" 2 3 1 3 1 20878.4 33.13 1992.6
13 28 "Madrid" 1 3 1 3 1 10103.8 32.21 1992.6
13 28 "Madrid" 2 2 1 3 1 33713.5 34.13 1992.6
13 28 "Madrid" 1 1 1 2 3 16642.9 0 1992.6
13 28 "Madrid" 1 2 1 2 1 7077.6 33.45 2306.8
13 28 "Madrid" 2 2 1 2 3 22416.6 0 2306.8
13 28 "Madrid" 2 3 1 3 1 18655.5 30.49 1507.8
13 28 "Madrid" 1 2 1 2 1 17120.3 37.47 1507.8
13 28 "Madrid" 1 1 1 2 3 8301.3 0 1507.8
13 28 "Madrid" 1 2 1 2 1 9799.6 35.1 1590.6
13 28 "Madrid" 1 4 1 2 3 19245.5 0 1991.5
13 28 "Madrid" 2 3 1 2 3 9825.8 0 1991.5
13 28 "Madrid" 1 3 1 3 1 21166.9 32.62 4107.1
13 28 "Madrid" 2 2 1 3 3 13873.5 0 4107.1
13 28 "Madrid" 1 2 1 1 1 4304.4 30.04 5004.1
13 28 "Madrid" 2 2 1 1 3 12352.5 0 5004.1
13 28 "Madrid" 2 4 1 1 3 10335.5 0 5004.1
13 28 "Madrid" 2 2 1 3 1 17572.5 32.19 6611.6
13 28 "Madrid" 1 2 1 3 1 16400.7 35.35 6611.6
13 28 "Madrid" 1 3 1 1 1 7013.8 33.98 6448.9
13 28 "Madrid" 1 2 1 3 1 18759.9 38.49 642.9
13 28 "Madrid" 2 2 1 2 2 13903.7 0 642.9
13 28 "Madrid" 2 2 1 3 1 12412.3 30.44 2556.9
13 28 "Madrid" 1 2 1 3 1 10612.3 31.97 2556.9
13 28 "Madrid" 1 4 1 1 3 10128.9 0 2080.6
13 28 "Madrid" 2 3 1 1 3 15784 0 2080.6
13 28 "Madrid" 1 2 1 3 1 35549.3 33.5 1545.5
13 28 "Madrid" 2 2 1 3 1 8212.3 27.3 1545.5
13 28 "Madrid" 1 3 1 1 1 4136.6 33.47 1046.3
13 28 "Madrid" 2 3 1 2 1 14998.4 35.1 1046.3
13 28 "Madrid" 1 1 1 2 1 7090 33.32 1046.3
13 28 "Madrid" 2 4 1 1 3 17241.9 0 5164.3
13 28 "Madrid" 1 2 1 2 1 9716 29.75 5164.3
13 28 "Madrid" 1 2 1 2 1 15027 35.35 5164.3
13 28 "Madrid" 2 4 2 1 3 11503.7 0 1254.6
13 28 "Madrid" 1 2 2 3 1 39439.1 34.2 1254.6
13 28 "Madrid" 2 3 1 2 3 10912.4 0 2672.9
13 28 "Madrid" 2 4 1 1 3 11648.3 0 2672.9
13 28 "Madrid" 1 2 1 2 1 31497.4 35.63 1464.2
13 28 "Madrid" 2 2 1 2 3 6687.5 0 1464.2
13 28 "Madrid" 2 4 1 1 3 11215.3 0 4825.8
13 28 "Madrid" 1 3 1 2 1 13775.6 34.34 4999.5
13 28 "Madrid" 2 3 1 1 3 4817.6 0 4999.5
13 28 "Madrid" 1 4 1 1 3 8086.4 0 3762.5
13 28 "Madrid" 2 4 1 1 3 4660 0 3762.5
13 28 "Madrid" 2 2 1 2 3 6034.6 0 1041.5
13 28 "Madrid" 1 2 1 2 1 7657.1 32.42 1041.5
13 28 "Madrid" 1 3 1 1 3 6808.4 0 3155.4
13 28 "Madrid" 2 4 1 1 3 5853.5 0 3155.4
13 28 "Madrid" 1 2 1 1 1 6769.9 35.91 3155.4
13 28 "Madrid" 2 2 1 2 3 4644.1 0 2086.3
13 28 "Madrid" 1 2 1 2 1 4369.6 38.71 2086.3
13 28 "Madrid" 2 1 1 2 2 11721.6 0 2086.3
13 28 "Madrid" 2 4 1 1 3 12734.2 0 4627.8
13 28 "Madrid" 1 2 1 3 1 14127.7 37.34 1934.2
13 28 "Madrid" 1 2 1 2 1 91.8 37.45 2265.7
13 28 "Madrid" 2 2 1 2 3 8985.6 0 2265.7
13 28 "Madrid" 1 1 1 2 3 15645.6 0 2265.7
13 28 "Madrid" 1 1 1 2 3 24552.8 0 2265.7
13 28 "Madrid" 1 3 1 2 1 10685 38.31 1852.6
13 28 "Madrid" 2 2 1 3 1 15356.7 29.78 1852.6
13 28 "Madrid" 2 1 1 2 3 7403.5 0 1852.6
13 28 "Madrid" 2 3 1 3 1 10503.7 36.56 520.7
13 28 "Madrid" 1 2 1 2 1 10035.1 31.04 2336.5
13 28 "Madrid" 2 2 1 2 1 6264.2 35.93 2336.5
13 28 "Madrid" 2 2 1 1 3 3265.8 0 2336.5
13 28 "Madrid" 2 3 1 2 1 4932.5 35.93 1016
13 28 "Madrid" 2 3 1 2 1 17621.9 41.56 12732.9
13 28 "Madrid" 1 3 1 2 1 16530.6 34.42 12732.9
13 28 "Madrid" 1 2 1 2 1 2268.4 30.08 12732.9
13 28 "Madrid" 1 2 1 2 1 23453.7 31.31 12732.9
13 28 "Madrid" 2 4 1 1 3 11942.3 0 12732.9
13 28 "Madrid" 1 2 1 2 1 8146.4 37.73 6177.5
13 28 "Madrid" 2 2 1 1 1 8918.2 32.23 6177.5
13 28 "Madrid" 1 2 1 2 1 6493.3 26.73 6177.5
13 28 "Madrid" 1 4 1 1 3 4051 0 3547.5
13 28 "Madrid" 2 4 1 1 3 10067.5 0 3547.5
13 28 "Madrid" 1 3 1 3 1 16305.5 34.06 8229.9
13 28 "Madrid" 1 4 1 1 3 7132 0 1900.4
13 28 "Madrid" 2 3 1 1 3 7285.3 0 1900.4
13 28 "Madrid" 1 4 1 1 3 4229.7 0 2997.5
13 28 "Madrid" 2 4 1 1 3 19225 0 2997.5
13 28 "Madrid" 2 2 1 3 1 27503 34.46 2997.5
13 28 "Madrid" 1 2 1 3 1 29315.6 36.81 3609.4
13 28 "Madrid" 2 2 1 3 1 25264.7 34.33 3609.4
13 28 "Madrid" 2 1 1 2 3 7813 0 3609.4
13 28 "Madrid" 1 2 1 3 1 24729.1 31.78 1616.3
13 28 "Madrid" 2 2 1 3 1 11836.3 32.87 1616.3
13 28 "Madrid" 1 1 1 2 3 15348.6 0 1616.3
13 28 "Madrid" 1 2 1 3 1 17586.3 34.3 1507.7
13 28 "Madrid" 2 2 1 3 1 6450.8 39.9 608.9
13 28 "Madrid" 1 2 1 2 1 11262.2 34.37 608.9
13 28 "Madrid" 1 2 1 2 1 6311.6 32.81 608.9
13 28 "Madrid" 2 2 1 1 3 4664.6 0 1656.3
13 28 "Madrid" 1 1 1 1 3 10798.8 0 1656.3
13 28 "Madrid" 1 2 1 1 1 14096.6 31.78 1656.3
13 28 "Madrid" 2 4 1 2 3 17841 0 2792
13 28 "Madrid" 1 4 1 2 3 1572 0 5409.3
13 28 "Madrid" 2 3 1 1 3 3708.8 0 5409.3
13 28 "Madrid" 1 2 1 2 1 23940.7 35.47 2161.9
13 28 "Madrid" 2 2 1 2 3 15407.7 0 2161.9
13 28 "Madrid" 2 2 1 3 1 20456.6 36.05 14453.3
13 28 "Madrid" 1 2 1 2 1 16473.9 37.31 14453.3
13 28 "Madrid" 2 2 1 3 1 32773.5 40.06 23097.8
13 28 "Madrid" 1 2 1 2 1 18557 34.45 23097.8
13 28 "Madrid" 2 3 1 1 3 3166.2 0 4128.4
13 28 "Madrid" 1 4 1 1 3 14955 0 1575.3
13 28 "Madrid" 1 2 1 1 1 7565.5 30.12 13865.1
13 28 "Madrid" 2 2 1 1 3 7745.4 0 13865.1
13 28 "Madrid" 1 1 1 2 3 9770 0 13865.1
13 28 "Madrid" 2 2 1 2 1 10763.1 32.09 1133.6
13 28 "Madrid" 1 2 1 3 1 9717.9 36.96 1133.6
13 28 "Madrid" 1 2 1 3 1 15535.4 38.38 2929.3
13 28 "Madrid" 2 2 1 3 1 26997.1 33.22 2929.3
13 28 "Madrid" 1 3 1 3 1 62515.9 32.13 944
13 28 "Madrid" 2 3 1 2 1 20253.7 37.36 944
13 28 "Madrid" 1 3 1 2 3 12631.1 0 7587.2
13 28 "Madrid" 2 3 1 1 3 7823.3 0 7587.2
13 28 "Madrid" 2 2 1 1 3 2538.6 0 7587.2
13 28 "Madrid" 1 2 1 2 1 1277.4 36.06 1924.7
13 28 "Madrid" 2 2 1 2 1 5195.3 32.93 1924.7
13 28 "Madrid" 1 2 1 2 1 3463.1 34.64 1924.7
13 28 "Madrid" 2 3 1 2 3 9161.6 0 441.2
13 28 "Madrid" 2 4 1 1 3 5376.8 0 3448
13 28 "Madrid" 1 3 1 3 1 37099.5 37.54 1401
13 28 "Madrid" 2 3 1 3 1 9202.4 30.81 1401
13 28 "Madrid" 1 2 1 3 1 16768.2 30.85 3670.2
13 28 "Madrid" 1 2 1 3 1 23038.4 29.68 2016.3
13 28 "Madrid" 1 2 1 3 1 26932.7 34.39 3246.1
13 28 "Madrid" 2 2 1 3 1 9562.8 36.34 3246.1
13 28 "Madrid" 1 2 1 3 1 15077.4 42.15 839.2
13 28 "Madrid" 2 2 1 2 3 11729.5 0 839.2
13 28 "Madrid" 2 3 1 2 3 8604.2 0 4098.9
13 28 "Madrid" 2 4 1 1 3 6645.7 0 4098.9
13 28 "Madrid" 2 2 1 2 2 17517.1 0 4098.9
13 28 "Madrid" 2 3 1 2 3 18939.9 0 4141.1
13 28 "Madrid" 1 3 1 1 3 7015.8 0 4141.1
13 28 "Madrid" 2 3 1 2 1 9872.7 39.27 897.6
13 28 "Madrid" 2 3 1 2 1 11436.1 32.84 897.6
13 28 "Madrid" 2 2 1 3 1 22369.4 36.46 897.6
13 28 "Madrid" 2 4 1 1 3 7073.4 0 3430
13 28 "Madrid" 1 4 1 1 3 4370.6 0 3430
13 28 "Madrid" 1 2 1 3 1 14391.4 27.73 729
13 28 "Madrid" 1 3 1 2 1 5633.1 37.36 7965.4
13 28 "Madrid" 1 3 1 1 1 16114.2 29.06 2082
13 28 "Madrid" 2 3 1 1 3 11593.2 0 2082
13 28 "Madrid" 1 2 1 3 1 12153.9 33.98 2082
13 28 "Madrid" 1 4 1 1 3 11602.8 0 1575.3
13 28 "Madrid" 2 4 1 3 3 10989.9 0 4011.6
13 28 "Madrid" 2 3 1 1 3 29232.2 0 4654.2
13 28 "Madrid" 1 4 1 1 3 23277.3 0 4654.2
13 28 "Madrid" 1 2 1 3 1 10229.1 36.19 4654.2
13 28 "Madrid" 1 4 1 1 3 8149.4 0 6830.8
13 28 "Madrid" 2 4 2 1 3 9739.2 0 6830.8
13 28 "Madrid" 1 2 2 2 1 19331.2 31.2 5890.1
13 28 "Madrid" 2 2 2 3 3 10940.9 0 5890.1
13 28 "Madrid" 2 1 1 2 3 13521.2 0 5890.1
13 28 "Madrid" 2 3 1 1 1 5295.2 33.98 2966.6
13 28 "Madrid" 1 2 1 2 1 12761.8 34.67 2966.6
13 28 "Madrid" 2 1 1 2 3 15022.4 0 2966.6
13 28 "Madrid" 1 4 1 1 3 12771.2 0 6643.1
13 28 "Madrid" 2 4 1 1 3 4092.9 0 6643.1
13 28 "Madrid" 2 2 1 2 1 21175.9 30.11 6643.1
13 28 "Madrid" 2 3 1 3 2 17563.8 0 1197.4
13 28 "Madrid" 1 4 1 1 3 10213.8 0 2589.5
13 28 "Madrid" 2 4 1 1 3 7181.6 0 2589.5
13 28 "Madrid" 1 2 1 2 3 23560.7 0 2589.5
13 28 "Madrid" 1 4 1 1 3 1613.1 0 3700.9
13 28 "Madrid" 2 4 1 1 3 12109.7 0 3700.9
13 28 "Madrid" 2 2 1 2 3 1438.5 0 3700.9
13 28 "Madrid" 2 2 1 3 1 19492 31.33 2503.7
13 28 "Madrid" 1 2 1 1 1 22373.7 39.14 2503.7
13 28 "Madrid" 2 4 1 1 3 9474.1 0 1699
13 28 "Madrid" 2 3 1 3 1 15646 33.01 1769.7
13 28 "Madrid" 1 2 1 2 1 10912.8 38.31 1769.7
13 28 "Madrid" 2 3 1 2 1 22067.8 35.65 1242.8
13 28 "Madrid" 2 1 1 2 1 10150.6 28.17 1242.8
13 28 "Madrid" 2 2 1 3 1 24342.5 37.05 5135.9
13 28 "Madrid" 1 2 1 3 1 13807 34.05 5135.9
13 28 "Madrid" 1 3 1 1 1 12171.3 36.07 11264.3
13 28 "Madrid" 2 3 1 1 3 18139.8 0 11264.3
13 28 "Madrid" 2 2 1 2 3 4770 0 11264.3
13 28 "Madrid" 1 1 2 2 1 11012.9 41.58 11264.3
13 28 "Madrid" 2 1 2 2 3 5936.7 0 11264.3
13 28 "Madrid" 2 2 1 2 3 7376.3 0 4187.2
13 28 "Madrid" 1 2 1 2 1 5537.5 34.97 4187.2
13 28 "Madrid" 2 4 1 1 3 5392.3 0 1717.9
13 28 "Madrid" 1 3 1 3 3 12293.5 0 2100.5
13 28 "Madrid" 2 3 1 3 3 7292 0 1088.5
13 28 "Madrid" 1 3 1 3 1 18738 36.17 1088.5
13 28 "Madrid" 2 4 1 3 3 18390.7 0 3219.5
13 28 "Madrid" 2 2 1 3 3 6457.9 0 1076.3
13 28 "Madrid" 1 2 1 2 1 13409.2 38.09 1076.3
13 28 "Madrid" 1 3 1 2 3 10862.9 0 4390.2
13 28 "Madrid" 2 3 1 2 3 11681.7 0 4390.2
13 28 "Madrid" 2 2 1 1 3 9913.5 0 4390.2
13 28 "Madrid" 1 2 1 3 1 10556.1 33.21 4390.2
13 28 "Madrid" 1 4 1 2 3 11505.5 0 5200.5
13 28 "Madrid" 1 4 1 2 3 14917.8 0 4051.8
13 28 "Madrid" 2 3 1 2 3 4348.5 0 4051.8
13 28 "Madrid" 2 2 1 3 3 7669.2 0 4051.8
13 28 "Madrid" 2 2 1 3 1 7139.8 35.12 4051.8
13 28 "Madrid" 2 4 2 1 3 4850.1 0 4490.3
13 28 "Madrid" 1 2 1 3 1 16720 33.06 1380.5
13 28 "Madrid" 2 2 1 3 1 17616.3 33.42 1380.5
13 28 "Madrid" 1 2 1 2 1 28802.9 32.95 1507.7
13 28 "Madrid" 1 3 1 3 1 15758.8 32.95 3390.7
13 28 "Madrid" 1 2 1 3 1 41877.9 30.62 2007.4
13 28 "Madrid" 2 2 1 2 1 11565.1 32.14 2007.4
13 28 "Madrid" 1 4 1 1 3 6096.5 0 3088
